AT,AP,AH,AFDP,GTEP,TIT,TAT,CDP,CO,NOX,TEY
6.4174,1011.2,95.058,4.2503,23.527,1083.7,550.1,11.79,1.8342,80.209,134.4
6.0853,1010.8,96.661,4.3131,23.696,1084.8,550.07,11.836,1.7087,79.746,135.29
5.9799,1010.2,98.086,4.297,23.61,1084.2,549.96,11.798,1.758,79.632,134.74
6.4816,1011.1,91.201,5.562,33.154,1099,527.26,14.02,0.30256,76.001,161.26
6.0479,1012,92.954,5.5029,32.901,1100,527.98,14.046,0.13739,71.437,163.17
6.1547,1012.2,91.433,5.5062,32.784,1100.1,528.49,14.06,1.0841,71.949,163.28
5.8473,1012.3,91.532,5.5887,33.299,1100.2,526.76,14.203,1.0646,71.651,164.81
5.5259,1012.3,92.777,5.6597,33.498,1100.1,526.33,14.241,0.94261,68.977,165.8
4.9922,1012.4,92.788,4.4384,24.663,1084.6,547.17,12.065,1.5995,81.388,137.7
4.5208,1012.2,93.184,4.2963,23.585,1083.6,550.09,11.883,1.7111,83.672,134.57
4.3754,1012.1,92.345,4.3788,24.308,1087.2,550.15,12.007,1.4594,84.012,136.09
4.4465,1012,90.665,4.2821,24.178,1086.7,549.91,12.007,1.446,84.663,135.43
4.128,1011.6,88.615,3.9446,21.864,1064,544.21,11.192,5.0299,104.53,123.44
3.7288,1012,89.565,3.6549,19.165,1057.5,549.93,10.668,4.0887,108.14,111.72
4.9469,1011.8,86.141,4.2746,23.679,1084.3,550.12,11.763,1.679,90.887,131.62
5.442,1011.2,81.698,4.1049,23.707,1085,549.88,11.939,1.6813,83.592,134.75
6.1658,1010.3,82.916,4.2488,24.687,1089.9,549.95,12.039,1.4882,83.483,138.56
7.2118,1009.7,76.238,4.2934,24.935,1090.4,549.96,12.088,1.3348,83.479,138.69
7.8582,1009.6,59.875,4.2645,24.937,1090.7,549.82,12.013,1.315,85.659,138.7
8.0043,1009.8,56.509,3.8871,22.293,1070.5,546.9,11.336,3.1997,87.256,125.71
7.6406,1009.9,61.385,3.7344,21.384,1065.7,547.49,11.143,3.3474,84.956,122.43
6.3196,1009.8,68.196,4.0704,23.857,1084.8,549.87,11.83,1.3238,84.482,134.7
5.6147,1009.8,76.501,4.1071,23.858,1084.3,549.79,11.846,1.6035,84.305,134.7
5.3847,1010.1,72.311,4.0948,23.794,1084.2,549.88,11.81,1.6897,83.984,134.71
5.3236,1010.4,78.034,4.0938,23.727,1084.5,550.03,11.844,1.3181,81.887,134.69
4.9114,1010.8,82.386,4.1686,23.888,1085.4,549.85,11.923,1.358,82.04,135.6
4.6504,1010.8,84.987,4.1532,23.886,1085,550.16,11.922,1.2555,82.001,135.55
4.2032,1011,86.945,4.2208,23.928,1085.1,549.56,11.997,1.4188,82.218,135.74
3.8848,1011,87.816,5.0169,30.034,1099.6,537.76,13.403,0.76467,73.516,157.83
3.7718,1010.8,82.957,3.9872,22.628,1073.2,546.7,11.495,3.0552,87.456,129.3
3.5608,1010.8,77.286,3.5121,19.455,1042,538.41,10.492,8.9097,104.39,112.98
3.2378,1010.9,79.859,3.5353,19.343,1044.4,540.49,10.441,8.9509,110.28,111.71
3.4337,1010.9,80.47,3.6075,19.11,1057.5,550.13,10.514,4.4667,104.73,111.71
3.6819,1011.1,78.048,3.5266,19.047,1057.1,550.07,10.506,4.5852,106.62,111.7
3.2929,1011.6,80.308,3.5474,18.995,1056.8,550.04,10.48,5.0102,114.35,111.7
3.2696,1012.3,79.547,3.9039,21.482,1070,549.15,11.225,3.7054,106.71,122.34
3.4786,1012.8,80.184,4.7136,27.789,1091.1,539.47,12.799,1.4439,78.395,145.94
3.6541,1013.3,79.636,5.3073,33.15,1100.1,526.81,14.207,0.82068,66.704,166.33
3.876,1013.6,79.819,5.4268,33.676,1099.9,524.92,14.311,0.91308,66.294,167.3
4.6557,1013.5,74.477,5.3907,33.332,1100.3,525.95,14.23,0.8852,67.14,166.32
5.51,1013.4,71.764,5.4315,33.534,1100,525.44,14.326,1.1463,68.295,166.19
5.9982,1013.2,67.147,5.4045,33.27,1099.9,526.19,14.232,1.1589,68.862,165.61
5.9881,1013.6,71.839,5.4245,33.431,1100.2,525.64,14.357,0.95119,66.593,166.24
5.4841,1014.2,78.194,5.8669,36.632,1100,515.42,14.908,1.4861,66.02,172.15
5.1745,1014.6,78.014,5.8856,36.751,1100.2,514.66,14.958,1.3507,66.96,172.54
4.9214,1015.3,75.458,5.8514,36.826,1100.1,514.43,14.976,1.3137,68.089,172.97
4.7494,1016,79.55,5.8497,36.816,1100.1,514.3,15.002,1.3259,66.997,173.26
4.0273,1016.6,87.783,5.9883,36.973,1099.5,513.47,15.031,1.3217,65.289,173.92
3.7054,1017.1,85.93,5.98,37.189,1099.5,513.06,15.055,1.6353,64.771,174.25
3.4226,1017.6,85.443,5.9684,37.172,1100,513.09,15.081,1.7147,65.923,174.61
3.3332,1017.8,82.775,5.8884,36.917,1100,513.29,15.043,1.6371,66.687,174.4
3.3198,1018.2,80.041,5.3428,33.144,1098.6,525.16,14.132,0.90711,67.606,166.49
3.0095,1018.5,81.263,4.1719,23.596,1086,550.34,11.864,1.3851,85.182,134.17
3.3885,1018.8,75.456,4.1479,23.549,1085.9,550.25,11.919,1.3449,84.966,133.65
3.2612,1019.1,74.472,4.136,23.64,1086.5,549.97,11.941,1.4605,87.146,134.18
2.7919,1019.2,77.769,4.1764,23.498,1085.5,550.33,11.846,1.6597,87.239,133.68
2.4947,1019.5,77.785,4.1412,23.46,1085.3,550.09,11.794,1.6913,87.219,133.68
1.5895,1020.3,81.061,3.9984,22.248,1077.3,549.45,11.496,2.7483,97.398,128.62
1.2156,1020.7,81.702,4.872,29.136,1094.6,535.52,13.272,1.1215,76.182,154.53
1.066,1021.2,83.809,4.9614,30.058,1093.3,532.28,13.455,1.3329,75.048,156.22
1.8092,1021.5,83.6,5.4654,33.955,1099.9,523.21,14.417,0.57516,62.059,169.08
3.0133,1021.6,76.607,5.5533,34.707,1099.9,521.01,14.581,0.63178,62.174,169.74
4.0092,1021.3,67.613,5.522,34.425,1100.1,522.35,14.534,0.77315,64.137,168.84
4.6915,1020.9,59.996,5.467,33.875,1099.8,523.6,14.459,0.82449,67.016,167.43
4.8825,1020.7,58.592,5.2343,32.318,1100.1,528.75,13.989,0.82917,69.248,164.08
4.9828,1020.7,57.118,5.1424,31.725,1099.8,530.49,13.878,0.78687,69.042,162.67
4.9065,1021.1,54.566,5.1456,31.715,1099.9,530.74,13.866,0.77126,68.94,162.73
4.7921,1021.4,58.128,5.1733,31.715,1100,530.88,13.855,0.84411,68.957,162.73
4.3736,1021.5,66.598,5.1999,31.791,1100,530.64,13.916,0.7057,68.273,163.06
3.9773,1021.8,64.981,5.3148,32.662,1099.8,527.73,14.092,0.49113,66.794,165.24
3.7387,1022.1,64.131,5.2297,32.256,1099.8,528.84,14.103,0.50926,67.162,164.47
3.6869,1022.3,61.818,5.3161,32.949,1099.9,526.78,14.183,0.57932,66.927,166.05
3.747,1022.6,60.31,5.3232,32.818,1099.8,526.48,14.23,0.66769,69.607,166.28
7.8287,1009.6,65.1,5.4951,33.199,1100.1,528.9,13.991,1.3204,79.483,162.06
8.9876,1009.1,64.781,5.5505,32.713,1100.5,529.76,14.04,1.0783,79.409,160.91
10.056,1008.1,61.601,5.5834,32.576,1099.9,530.42,13.875,1.0018,78.862,159.94
10.872,1008.5,68.643,5.4775,32.278,1100.3,531.63,13.881,0.98604,77.029,159.18
11.039,1008.9,74.548,5.5553,32.411,1100,530.95,13.872,0.98507,75.066,159.29
11.051,1009.2,80.609,5.4742,32.155,1100.3,531.93,13.89,0.95008,74.549,158.83
11.125,1008.8,79.577,5.5093,32.341,1099.9,531.28,13.799,0.8872,74.332,159.27
10.725,1009.5,78.595,5.4006,32.476,1100.1,531.12,13.865,1.0682,75.326,160.01
10.083,1009.7,76.643,5.4664,32.964,1100.1,529.63,13.958,1.2814,76.547,161.18
9.6114,1010.1,76.973,4.4937,26.075,1072.3,536.15,12.226,3.883,94.605,135.69
9.0137,1010.6,80.411,5.4561,33.139,1099.5,528.33,14.02,1.2107,75.75,162.15
8.353,1011.1,82.944,5.4806,33.152,1100.1,528.35,14.067,0.8589,74.767,163.01
7.9903,1011.3,87.483,5.5407,33.182,1099.8,528.16,14.035,0.86184,74.246,163.26
7.9469,1011.8,88.581,4.2814,24.087,1084.3,549.61,11.849,1.6636,82.955,134.83
8.2818,1012.2,87.034,4.2347,24.082,1083.9,549.93,11.819,1.8282,82.463,134.06
6.0117,1012.5,86.104,4.0537,22.2,1047,532.66,11.19,29.674,94.562,119.69
6.8112,1013,91.704,4.3401,24.227,1085.4,549.98,11.806,1.7095,83.624,134.73
10.051,1013.3,88.139,4.3438,24.562,1086.6,550.26,11.863,1.7503,82.366,134.7
11.744,1013.5,78.148,4.4074,24.471,1086.6,549.9,11.917,1.7181,81.328,134.72
12.581,1013.3,75.284,4.4191,24.555,1087.1,549.81,11.939,1.6045,82.356,134.73
13.222,1013.3,74.367,4.4163,24.673,1087.3,549.7,11.976,1.3228,82.724,134.73
13.454,1013.5,76.492,4.6496,26.696,1090,544.9,12.413,1.3945,78.376,140.25
13.408,1013.4,79.069,4.3317,24.557,1086.3,550.19,11.893,1.6921,78.061,133.73
13.353,1013.4,81.084,4.3354,24.425,1085.8,550.14,11.844,1.7639,79.341,133.72
12.377,1013.5,84.626,4.2997,24.217,1085.3,549.95,11.76,1.9187,79.394,133.75
11.944,1013.7,85.991,4.2764,24.123,1084.5,549.96,11.849,1.8039,79.432,133.3
11.685,1014.1,87.745,4.2996,24.234,1085.3,550.21,11.967,1.5795,79.368,133.72
11.397,1014.2,88.354,4.3642,24.269,1085.2,549.85,11.999,1.6589,79.433,134.1
10.779,1014.6,89.78,4.344,24.294,1085.2,549.99,11.834,1.6905,79.47,133.87
11.187,1014.9,92.516,4.4855,24.327,1084.8,549.68,11.832,1.9788,77.785,133.65
11.023,1014.7,91.525,4.5596,24.393,1085.2,549.93,11.917,1.9259,80.262,134.24
10.19,1014.8,91.89,5.1489,27.423,1099.5,548.05,12.598,1.1858,84.178,147.18
9.2874,1014.9,91.825,4.7024,24.265,1085,550.13,11.83,1.6992,80.565,134.53
8.5052,1014,94.254,4.0991,21.267,1025.6,522.79,10.899,44.103,95.558,110.79
8.8312,1013.5,92.821,4.4951,24.217,1084.3,550.1,11.729,1.8484,82.027,134.06
9.108,1013.2,94.043,4.5443,24.376,1085.9,550.3,11.976,1.7927,80.035,134.86
10.415,1013,93.682,4.4547,24.443,1086.5,549.75,11.978,1.7251,77.148,134.7
11.465,1012.7,87.028,4.3323,24.563,1087.1,549.87,11.942,1.7456,79.155,134.72
11.895,1012,81.869,4.3086,24.626,1086.8,549.98,12.052,1.7216,78.97,134.98
11.392,1011.1,82.588,4.2936,24.583,1086.7,550.21,12.017,1.7162,78.938,134.74
11.243,1010.2,83.216,4.2903,24.543,1086.4,549.81,11.979,1.8044,77.711,134.75
11.141,1009.4,87.916,4.3267,24.552,1086.4,550.36,11.941,1.728,77.648,134.73
10.977,1008.9,88.028,4.3307,24.543,1086.3,550.12,11.904,1.6861,77.933,134.73
11.035,1008.6,86.78,4.3144,24.502,1086,549.63,11.891,1.6172,77.434,134.74
11.525,1008.2,85.196,4.3187,24.386,1086.4,549.77,11.883,1.6908,77.909,134.74
10.267,1007.2,97.913,4.4436,24.448,1086,550.17,11.905,1.8367,76.67,134.73
9.8921,1006.7,98.718,4.4361,24.335,1085.1,550.07,11.904,1.8651,78.118,134.22
10.052,1006.3,97.914,4.4219,24.285,1084.9,550.09,11.908,1.789,79.241,134.17
10.437,1005.7,96.542,4.4301,24.385,1085.3,549.87,11.868,1.8005,78.184,134.37
10.814,1005,95.332,4.4204,24.24,1084.9,550.05,11.911,1.7802,77.866,133.67
10.85,1004.4,96.76,4.4907,24.132,1084.1,549.95,11.766,1.8968,76.829,133.3
10.366,1003.5,99.227,4.6576,24.371,1084.8,549.72,11.808,1.7727,76.172,133.94
10.013,1003.2,100.16,4.736,24.292,1084,549.9,11.798,1.7266,76.335,133.58
10.204,1002.5,100.09,4.6727,24.361,1084.3,550.02,11.805,1.7467,76.341,133.66
10.361,1001.6,100.06,4.6253,24.351,1084.3,550.01,11.799,1.6045,76.445,133.66
10.362,1001.3,99.021,4.0397,20.8,1063.2,549.95,10.734,3.1145,78.469,118.08
10.389,1000.8,99.46,3.8175,19.215,1052.9,549.47,10.357,4.3633,82.442,111.06
10.824,1000.4,97.411,3.8087,19.559,1055.8,549.81,10.438,4.0762,80.715,112.8
10.986,1000.1,96.556,4.524,24.458,1084.8,549.97,11.877,1.7848,77.255,134.09
11.421,999.96,95.801,4.5221,24.427,1084.6,549.96,11.807,1.6596,75.277,133.71
11.559,999.77,95.08,4.5215,24.433,1084.5,549.83,11.804,1.4106,74.564,133.74
11.585,999.23,95.262,4.5232,24.48,1084.2,549.76,11.802,1.4142,74.565,133.74
11.888,998.52,92.772,4.4874,24.493,1084.5,549.69,11.813,1.4506,74.589,133.72
11.809,998.27,93.973,4.5001,24.51,1084.3,550.21,11.794,1.5347,74.506,133.72
11.182,998.18,97.942,4.5129,24.517,1083.9,550.2,11.807,1.6744,74.729,133.74
10.882,998.19,100.02,4.5869,24.644,1085,549.9,11.846,1.6794,75.306,134.54
10.616,998.29,100.14,4.6269,24.461,1084.1,550.15,11.784,1.5232,74.606,133.72
10.344,998.25,100.16,4.8576,24.383,1084,549.91,11.775,1.7181,74.58,133.73
10.381,998.32,100.15,4.8953,24.338,1083.8,549.77,11.769,1.6926,74.478,133.57
10.504,998.23,100.14,4.9634,24.656,1085.1,550.15,11.907,1.7252,74.692,134.73
10.587,998.2,100.15,5.0156,24.539,1084.8,549.7,11.895,1.6832,75.106,134.15
10.731,998.26,100.14,5,24.575,1084.6,549.61,11.941,1.6762,75.063,134.25
10.602,998.08,100.15,4.9143,24.114,1082.4,549.84,11.705,1.3296,74.546,132.38
10.597,997.83,100.14,4.9966,24.423,1084.4,550.23,11.88,1.327,74.455,133.89
10.634,997.6,100.15,4.7326,23.31,1077.8,549.9,11.475,1.7286,75.093,128.85
11.113,997.49,100.13,4.7051,24.659,1084.8,549.87,11.678,1.3221,74.693,134.1
10.416,998.62,100.16,5.1626,23.503,1069.3,543.55,11.529,11.864,82.206,127.83
10.513,999.22,100.16,5.3224,24.577,1085.5,549.7,11.927,1.225,74.716,134.67
11.145,999.83,100.17,5.3024,24.506,1085,549.8,11.787,1.6401,75.007,134.48
11.937,999.99,100.15,5.0644,24.615,1085.4,549.95,11.847,1.6311,74.688,134.54
11.725,1000.2,97.793,4.7399,24.595,1085.7,550.27,11.835,1.685,77.037,134.69
11.691,1000.6,95.822,4.5764,24.501,1085.6,549.72,11.805,1.6447,77.159,134.44
11.373,1001.2,95.077,4.4372,24.223,1084.1,550.17,11.774,1.7117,75.431,133.69
9.983,1002,95.78,4.3615,23.979,1083.5,550.06,11.761,1.716,78.031,133.67
8.6494,1003,96.798,4.3285,23.814,1082.9,550.17,11.829,1.8374,78.413,133.68
7.4819,1004.1,90.565,5.2982,31.037,1096.2,533.25,13.487,1.2335,75.508,157.39
6.0853,1005.1,89.415,5.4785,32.942,1100.1,528.87,14.021,0.90326,74.001,164.27
5.1309,1006.5,87.516,4.151,23.72,1082.5,549.57,11.77,1.6534,84.33,135.01
4.3253,1008,84.416,4.124,23.548,1082.8,550.06,11.749,1.6917,84.729,134.97
3.425,1009.2,83.001,4.0251,23.515,1082.7,549.98,11.779,1.7017,86.743,135.09
2.5549,1010.2,82.905,3.9848,23.451,1082.4,550.13,11.784,1.771,88.723,135.07
2.0414,1011.4,81.85,4.0251,23.407,1082.6,549.78,11.719,1.6058,89.697,134.32
1.6049,1012.2,82.478,3.9863,23.194,1081.6,549.83,11.673,1.4505,90.407,133.4
0.96726,1017.9,84.35,4.2899,24.961,1086.2,546.51,12.13,2.5184,94.361,139.92
1.0269,1018.9,84.505,4.116,23.61,1084.3,550.09,11.764,1.9524,90.054,134.42
1.8178,1020.1,80.681,4.5867,26.921,1088.9,541.34,12.672,1.8712,83.74,145.02
1.7382,1020.7,78.887,5.3844,33.631,1099.8,524.51,14.31,0.94869,69.934,169.18
1.4308,1020.8,87.732,5.5887,33.94,1099.8,523.26,14.419,0.97443,68.969,169.82
1.5376,1021,87.171,5.5879,33.792,1099.9,524.4,14.395,1.0394,69.41,169.25
1.3562,1021.4,87.602,5.5861,34.095,1100.1,523.75,14.416,0.85098,68.879,169.68
2.1448,1022.1,89.592,5.6624,34.046,1100.1,523.96,14.405,0.98647,69.559,169.1
2.1902,1022.9,85.216,5.5802,33.756,1099.9,523.92,14.465,0.92351,69.172,169.31
1.4993,1023.6,81.725,5.4899,33.651,1099.6,523.9,14.34,0.58256,69.13,169.54
1.2887,1024.3,83.26,5.3581,32.833,1099.9,526.41,14.229,0.55367,69.79,167.84
0.91765,1024.8,81.835,4.8064,27.843,1091.8,538.95,12.916,1.1199,81.607,148.88
1.7212,1025.1,76.269,4.3451,23.888,1087.5,550.13,12.014,1.7798,91.37,134.03
2.2605,1025.7,71.572,4.7997,27.474,1093.4,541.34,12.85,1.5079,83.362,145.76
1.8587,1026.1,74.385,5.2209,32.072,1100.1,529.6,14.038,0.93426,70.74,165.29
1.3718,1026.4,80.391,5.522,34.144,1100.1,522.15,14.489,0.97782,68.773,170.16
1.2597,1026.4,83.231,5.5193,33.88,1100.2,523.02,14.407,0.85083,68.23,169.57
1.3499,1026.5,85.32,5.5486,33.977,1100,522.58,14.458,0.91167,67.551,169.51
1.6283,1026.8,87.38,5.6216,34.228,1099.7,522.03,14.532,0.85702,66.73,170.05
1.7572,1026.8,89.309,5.648,34.13,1100,522,14.479,0.79606,66.164,169.61
1.8597,1026.7,89.783,4.5633,25.711,1087.8,543.74,12.371,1.6651,84.894,141.56
2.4281,1027.2,88.548,4.2141,23.4,1084.7,550.06,11.822,1.8937,87.987,133.63
2.9889,1027.4,86.657,4.2305,23.487,1085,550.04,11.835,1.9266,88.209,133.66
3.7768,1027.1,85.45,4.235,23.557,1085.5,550,11.868,2.6638,87.708,133.67
4.8568,1026.6,85.241,4.2766,23.685,1085.8,550.21,11.891,2.6577,87.534,133.67
5.5214,1026.2,84.358,4.248,23.757,1085.7,550,11.947,2.6442,86.596,133.66
5.3292,1026.1,84.902,4.2559,23.718,1086,549.77,11.913,1.9505,85.348,133.94
5.3256,1026.3,86.317,4.2588,23.659,1085.5,549.78,11.872,2.024,84.959,133.65
4.9795,1026,89.624,4.2644,23.706,1085.4,550.03,11.812,2.0064,84.074,133.65
5.0385,1026.1,91.528,4.3084,23.589,1085.3,550.12,11.734,1.8792,84.358,133.65
5.2707,1026,91.84,4.3684,23.716,1085.7,549.81,11.878,1.8745,84.425,133.91
5.7183,1025.9,91.114,4.3771,23.796,1085.6,550.23,11.94,2.0445,84.573,133.64
5.8282,1025.5,90.36,4.3489,23.718,1085.6,550.09,11.991,2.1005,84.883,133.64
6.0684,1025.3,88.106,4.3658,23.888,1084.9,549.28,11.836,2.1379,86.108,133.6
7.1127,1002.7,86.013,5.8328,34.339,1099.8,526.46,14.14,0.54695,70.941,165.26
5.7784,1003.7,93.379,6.0911,34.24,1100,526.59,14.208,0.54251,67.958,166.17
4.81,1004.1,97.778,6.3297,33.917,1099.9,527.54,14.067,0.60211,70.515,165.77
4.6623,1004.3,97.378,5.9814,32.597,1100.1,531.87,13.866,0.68622,74.704,162.69
5.1146,1004.3,92.546,5.627,32.039,1099.9,534,13.644,0.53977,76.791,160.87
5.501,1004.6,91.69,4.8109,26.603,1077.1,538.35,12.218,2.4735,87.657,139.88
5.5635,1004.8,89.247,3.809,19.942,1037,536.56,10.478,7.4461,94.82,111.72
5.3953,1005.2,87.762,3.7755,19.941,1036.2,535.8,10.582,7.9962,96.653,111.71
4.5505,1006,88.933,3.9371,21.346,1042.7,535.17,10.999,8.2055,98.3,117.66
3.5168,1006.6,88.01,5.1375,29.96,1100.2,540.89,13.212,0.13468,78.211,156.45
2.8258,1009.1,81.773,5.0467,29.647,1099.9,541.14,13.21,0.16464,79.371,156.47
2.4415,1009.9,78.145,5.3487,32.356,1100.1,532.17,13.773,0.45436,75.776,163.36
2.4212,1010.6,76.527,5.582,34.253,1100.3,525.98,14.224,0.37156,69.399,168.1
2.8924,1011.1,71.31,5.6204,34.576,1099.8,524.77,14.333,0.4134,69.346,168.34
3.4934,1011,65.821,5.6016,34.243,1099.7,525.41,14.298,0.23817,69.308,167.37
4.3653,1011.1,62.833,5.6479,34.297,1099.8,525.49,14.304,0.32682,69.382,166.9
5.047,1011.2,60.473,5.6191,33.817,1100.3,526.99,14.171,0.40845,70.735,165.75
5.4218,1011.7,58.536,5.6581,34.095,1100.2,525.79,14.277,0.50888,71.393,166.14
5.3312,1011.9,58.609,5.6487,33.959,1099.9,526.48,14.233,0.57949,71.15,166
5.0618,1012.3,63.82,5.7318,34.578,1100,524.98,14.351,0.48455,69.112,167.04
4.6693,1013.2,66.583,5.6072,33.897,1100.2,526.96,14.07,0.20707,69.516,166.06
4.2584,1013.8,71.23,5.7096,34.604,1100.2,524.89,14.253,0.44426,68.734,167.56
3.9148,1014.3,72.813,5.6597,34.19,1099.9,526.03,14.095,0.29035,68.593,167.09
3.6207,1014.8,73.495,5.7366,34.665,1100.2,524.64,14.359,0.19987,67.275,168.2
3.2349,1014.9,76.365,5.7675,35.018,1099.8,523.49,14.338,0.22202,65.508,169.37
3.0792,1015,75.744,3.8393,21.085,1065.2,548.79,10.944,2.5155,89.202,122.56
3.0143,1015.4,76.07,3.7105,20.195,1035.7,533.7,10.582,9.3627,117.02,112.08
2.7754,1015.6,78.744,3.7347,20.207,1039.7,536.12,10.61,7.6657,115.11,113.17
2.4809,1015.7,80.05,3.7713,20.257,1037.4,534.47,10.661,9.4847,116.63,112.81
2.3309,1015.5,80.897,3.8139,20.305,1036.1,533.38,10.699,9.7298,118.63,112.91
1.2954,1016.7,87.518,5.4587,31.887,1089.3,527.39,13.558,1.8295,80.546,157.35
2.445,1017,85.33,5.7968,34.371,1100.2,525.21,14.218,0.16554,64.779,167.09
3.9659,1017.2,75.696,5.7577,34.366,1099.8,525.5,14.237,0.54175,68.277,166.12
5.27,1017.4,66.096,5.7214,33.682,1100.2,527.79,14.083,0.93377,71.37,164.56
6.1424,1017.1,63.355,5.7979,34.058,1100.1,526.56,14.154,0.61554,68.593,164.91
6.4672,1016.8,61.492,5.7576,33.922,1099.8,526.75,14.155,0.32738,67.265,164.78
6.5781,1016.8,63.544,5.8373,34.494,1100.1,524.99,14.299,0.28487,66.407,165.83
6.5522,1017,66.598,5.7645,33.985,1100,526.59,14.159,0.55706,66.762,164.98
6.5265,1017,66.014,5.8137,34.278,1100.2,525.66,14.261,0.49822,66.752,165.41
6.6011,1017.4,67.819,5.7632,33.99,1099.8,526.63,14.06,0.20734,66.685,164.86
6.1482,1017.9,75.751,5.7282,34.11,1100.1,525.91,14.16,0.21234,65.143,165.66
4.9249,1018.4,87.409,5.7911,33.898,1100.1,526.26,14.157,0.21235,63.393,166.22
4.2008,1018.7,92.616,6.0085,34.299,1100.2,524.69,14.319,0.2238,62.05,167.28
3.9947,1019,94.028,5.9859,34.269,1100,524.97,14.303,0.37583,61.567,167.4
4.0597,1019.3,93.768,6.1618,34.89,1099.9,523.13,14.429,0.47602,62.044,168.52
3.9213,1019.6,92.828,6.1617,34.506,1100.1,524.19,14.419,0.24562,62.677,168.09
3.7667,1020,92.377,4.7229,24.876,1084.7,547.4,12.01,1.3866,86.035,138.22
3.6891,1020.4,92.993,4.6028,23.558,1081.2,549.97,11.692,1.8413,92.574,131.01
4.0969,1023.8,92.221,4.8842,25.122,1090.2,549.74,12.06,1.0681,85.099,139.58
4.9549,1024.3,94.797,4.8838,24.16,1084.8,550.17,11.838,1.8044,87.664,133.67
6.2545,1024,92.495,4.6568,24.184,1084.5,549.89,11.945,1.2581,84.861,133.98
7.3431,1024,87.598,5.9796,34.051,1100,526.28,14.21,0.30351,64.134,163.68
7.7227,1024,84.37,5.9082,33.911,1099.8,526.52,14.271,0.137,62.44,163.39
8.3036,1024,82.088,5.8139,33.688,1100.1,527.25,14.141,0.58993,63.833,162.6
8.472,1024.3,80.203,5.765,33.669,1100.1,527.25,14.167,0.66281,64.302,163.02
8.3054,1024.3,79.991,5.7431,33.698,1099.6,527.41,14.025,0.63979,63.429,163.6
7.5717,1024.6,81.792,5.4754,32.009,1100.1,532.7,13.754,0.26906,66.238,160.33
7.248,1025,82.843,5.8643,34.398,1100,524.69,14.292,0.20418,62.265,165.44
6.9269,1025.6,83.776,5.8421,34.069,1100,525.79,14.226,0.20921,60.36,165.29
6.0407,1026.2,85.215,5.2362,29.529,1091.9,536.07,13.09,0.59196,70.855,151.49
5.3375,1026.6,87.612,4.4604,23.771,1083.1,549.99,11.82,1.209,83.829,133.97
4.7007,1027,88.316,4.4897,23.976,1084.3,549.9,11.86,1.1756,82.885,135.09
4.0485,1027.3,89.694,6.2191,34.952,1100,522.74,14.369,0.24334,59.54,168.62
3.5532,1027.3,90.871,4.2162,21.464,1041.2,531.68,10.984,8.8254,106.84,117.76
4.0228,1028.2,87.146,6.1332,35.47,1099.2,520.62,14.463,0.56227,63.202,168.58
4.3023,1028.5,91.175,5.8956,33.052,1099.9,528.66,13.982,0.2083,63.338,164.06
5.8738,1028.6,93.5,5.9986,33.94,1100,525.67,14.224,0.33081,64.058,164.34
8.4404,1028.5,82.721,5.728,33.345,1099.9,527.63,14.076,1.1106,70.231,162.18
9.5155,1028.5,74.714,5.8194,33.627,1099.8,526.77,14.123,1.9864,72.275,162.34
9.9104,1028.3,75.003,5.7065,33.274,1099.9,527.78,14.048,0.85537,67.522,161.69
10.055,1027.9,73.821,5.7511,33.421,1100.1,527.77,14.068,0.23124,64.092,161.88
10.137,1027.5,69.57,5.6988,33.164,1099.8,528.02,13.941,0.23666,65.883,161.22
10.25,1027.3,70.797,5.7276,33.459,1100.1,527.49,14.043,0.29719,64.742,161.64
9.7506,1027.2,74.842,5.7387,33.46,1100,527.23,13.991,0.20815,64.114,162.04
9.0844,1027.5,80.66,5.7846,33.807,1099.8,526.34,14.09,0.22763,64.073,162.95
8.5527,1027.7,80.698,5.8252,33.896,1099.8,526.15,14.151,0.31711,63.789,164.32
7.6729,1027.9,80.831,5.8349,34.054,1100.1,525.35,14.218,0.3178,63.854,164.75
6.6798,1028.2,82.792,5.9337,34.658,1099.8,523.76,14.334,0.20717,63.054,166.89
5.5429,1028.2,86.266,5.2589,29.178,1100,541.6,13.157,0.49408,78.825,154.53
4.9102,1028.3,88.475,5.5797,31.045,1099.9,535.46,13.613,0.29718,70.389,159.53
4.8649,1028.3,88.406,5.9784,34.123,1099.9,525.18,14.232,0.30244,64.413,166.1
4.72,1028.2,88.049,6.0275,34.719,1100,523.05,14.45,0.25392,61.866,167.75
4.567,1028.1,87.829,6.1062,35.21,1099.9,521.71,14.497,0.21099,61.074,168.67
4.5357,1027.9,87.14,6.0283,34.537,1100.1,523.67,14.363,0.34463,62.589,167.51
4.493,1027.8,86.853,6.0196,34.803,1100,522.59,14.41,0.48805,63.303,167.9
4.3607,1027.8,87.073,5.9956,34.562,1100.1,523.72,14.367,0.45674,61.88,167.74
4.1392,1027.9,87.807,6.06,34.931,1100,522.12,14.429,0.42799,63.739,168.73
4.2432,1028.3,88.888,5.9882,34.307,1099.8,524.38,14.232,0.34755,62.455,167.42
5.0159,1028.7,90.759,6.0522,34.567,1100,523.47,14.358,0.28401,61.866,166.9
7.0302,1028.8,92.536,5.9023,33.667,1100.3,526.94,14.252,0.52608,64.014,163.28
9.4356,1029.1,88.825,5.8615,33.486,1099.9,527.11,14.113,0.93148,68.044,161.83
